tmk,building_value,land_value,total_value,land_class,n
99047010,785300,883300,1668600,RESIDENTIAL,2
99047011,250800,1014300,1265100,RESIDENTIAL,1
99047012,83400,1015700,1099100,RESIDENTIAL,1
99047013,367400,1093300,1460700,RESIDENTIAL,1
99047014,227300,1016400,1243700,RESIDENTIAL,1
99047015,189100,1004600,1193700,RESIDENTIAL A,1
99047016,258300,1013900,1272200,RESIDENTIAL,1
99047017,85600,1048100,1133700,RESIDENTIAL,1
99047018,315000,1064000,1379000,RESIDENTIAL,1
99047019,74700,1007400,1082100,RESIDENTIAL,1
99047020,145000,997700,1142700,RESIDENTIAL,1
99047021,202100,1002000,1204100,RESIDENTIAL A,1
99047022,383800,1006200,1390000,RESIDENTIAL,1
99047023,366500,1010500,1377000,RESIDENTIAL A,1
99047024,74700,1014800,1089500,RESIDENTIAL,1
99047025,128200,1019100,1147300,RESIDENTIAL,1
99047026,881600,1023300,1904900,RESIDENTIAL,1
99047027,184900,1049800,1234700,RESIDENTIAL,1
99047028,81900,1035700,1117600,RESIDENTIAL A,1
99047029,153400,1014600,1168000,RESIDENTIAL,1
99047030,291700,1013200,1304900,RESIDENTIAL,1
99047031,81300,1014600,1095900,RESIDENTIAL A,1
99047032,633500,1014600,1648100,RESIDENTIAL,1
99047033,214700,1014600,1229300,RESIDENTIAL A,1
99047034,316500,1014600,1331100,RESIDENTIAL,1
99047035,184900,1014600,1199500,RESIDENTIAL,1
99047036,84700,1066600,1151300,RESIDENTIAL A,1
99047037,80300,997400,1077700,RESIDENTIAL,1
99047038,93700,1076500,1170200,RESIDENTIAL A,1
99047039,32200,1082000,1114200,RESIDENTIAL A,1
99047040,251100,1100700,1351800,RESIDENTIAL,1
99047041,250900,1046700,1297600,RESIDENTIAL,1
99047042,172900,989200,1162100,RESIDENTIAL,1
99047043,84900,974300,1059200,RESIDENTIAL A,1
99047044,156200,998100,1154300,RESIDENTIAL A,1
99047045,88300,1002000,1090300,RESIDENTIAL A,1
99047046,74700,977400,1052100,RESIDENTIAL,1
99047047,224700,983200,1207900,RESIDENTIAL,1
99047048,169000,988900,1157900,RESIDENTIAL,1
99047049,245000,994700,1239700,RESIDENTIAL,1
99047050,86400,1000500,1086900,RESIDENTIAL,1
99047051,206800,1006300,1213100,RESIDENTIAL,1
99047052,626400,1015900,1642300,RESIDENTIAL,1
99047053,99500,1085500,1185000,RESIDENTIAL A,1
99047054,101400,1044800,1146200,RESIDENTIAL,1
99047055,98400,1034700,1133100,RESIDENTIAL,1
99047056,330400,1024600,1355000,RESIDENTIAL,1
99047057,94800,1014500,1109300,RESIDENTIAL A,1
99047058,517300,1004400,1521700,RESIDENTIAL,1
99047059,430200,994300,1424500,RESIDENTIAL A,1
99047060,76200,984200,1060400,RESIDENTIAL,1
99047061,164200,974100,1138300,RESIDENTIAL,1
99047062,222400,980500,1202900,RESIDENTIAL,1
99047063,498500,999100,1497600,RESIDENTIAL,1
99047064,95900,1019100,1115000,RESIDENTIAL A,1
99047065,107000,1039100,1146100,RESIDENTIAL,1
99047066,152300,1059100,1211400,RESIDENTIAL,1
99047067,196200,1026500,1222700,RESIDENTIAL,1
99047068,190500,1043000,1233500,RESIDENTIAL,1
99047069,209400,1016200,1225600,RESIDENTIAL A,1
99047070,280700,1006100,1286800,RESIDENTIAL,1
99047071,94800,1006100,1100900,RESIDENTIAL A,1
99047072,132400,1006100,1138500,RESIDENTIAL,1
99047073,128800,1006100,1134900,RESIDENTIAL,1
99047074,76100,1006100,1082200,RESIDENTIAL,2
99047074,76100,1006100,1082200,RESIDENTIAL,2
99047075,141300,1006100,1147400,RESIDENTIAL,1
99047076,113300,1006100,1119400,RESIDENTIAL,1
99047077,220500,1006100,1226600,RESIDENTIAL,1
99047078,76100,1006100,1082200,RESIDENTIAL,1
99047079,126900,1006100,1133000,RESIDENTIAL,1
99047080,524600,1006100,1530700,RESIDENTIAL,1
99047081,97900,1006100,1104000,RESIDENTIAL A,1
99047082,231200,1006100,1237300,RESIDENTIAL,1
99047083,94800,1006100,1100900,RESIDENTIAL,1
99047084,489000,1006700,1495700,RESIDENTIAL,1
99047085,184600,1011800,1196400,RESIDENTIAL,1
99047086,106800,1006100,1112900,RESIDENTIAL,1
99047087,98500,1006100,1104600,RESIDENTIAL,1
99047088,190300,1006100,1196400,RESIDENTIAL,1
99047089,240600,1006100,1246700,RESIDENTIAL,1
99047090,198900,1006100,1205000,RESIDENTIAL,1
99047091,166800,1006100,1172900,RESIDENTIAL,1
99047092,76100,1006100,1082200,RESIDENTIAL A,1
99047093,247300,1006100,1253400,RESIDENTIAL A,1
99047094,81800,1006100,1087900,RESIDENTIAL A,1
99047095,98300,1006100,1104400,RESIDENTIAL,1
99047096,126700,1006100,1132800,RESIDENTIAL,1
99047097,106900,1006100,1113000,RESIDENTIAL,1
99047098,120500,1006100,1126600,RESIDENTIAL,1
99047099,131300,1006100,1137400,RESIDENTIAL A,1
99047100,487000,1021300,1508300,RESIDENTIAL,1
99048002,140400,1042700,1183100,RESIDENTIAL,1
99048003,139400,1059300,1198700,RESIDENTIAL A,1
99048004,260900,1097700,1358600,RESIDENTIAL,1
99048005,76000,1084500,1160500,RESIDENTIAL,1
99048006,298100,1082800,1380900,RESIDENTIAL A,1
99048007,638400,1199000,1837400,RESIDENTIAL,1
99048008,166900,1193000,1359900,RESIDENTIAL,1
99048009,127200,1131200,1258400,RESIDENTIAL,2
99048009,127200,1131200,1258400,RESIDENTIAL,2
99048010,104000,1140500,1244500,RESIDENTIAL,1
99048011,96300,1004300,1100600,RESIDENTIAL,1
99048012,235300,997500,1232800,RESIDENTIAL,1
99048013,113700,997500,1111200,RESIDENTIAL,1
99048014,264100,997500,1261600,RESIDENTIAL A,1
99048015,88500,997500,1086000,RESIDENTIAL,1
99048016,88000,997500,1085500,RESIDENTIAL A,1
99048017,512300,1002900,1515200,RESIDENTIAL,1
99048018,102300,1099600,1201900,RESIDENTIAL A,1
99048019,121500,1088600,1210100,RESIDENTIAL,1
99048020,256000,1099500,1355500,RESIDENTIAL,1
99048021,138900,1022100,1161000,RESIDENTIAL,1
99048022,88200,1002800,1091000,RESIDENTIAL A,1
99048023,83400,1048800,1132200,RESIDENTIAL A,1
99048024,91100,1023600,1114700,RESIDENTIAL,1
99048025,346000,998400,1344400,RESIDENTIAL,1
99048026,350300,1004300,1354600,RESIDENTIAL A,1
99048027,87500,1015200,1102700,RESIDENTIAL A,1
99048028,112400,1049700,1162100,RESIDENTIAL,1
99048029,279000,1153100,1432100,RESIDENTIAL,1
99048030,104000,1084500,1188500,RESIDENTIAL,1
99048031,110500,998000,1108500,RESIDENTIAL A,1
99048032,144200,994700,1138900,RESIDENTIAL,1
99048033,214600,1226200,1440800,RESIDENTIAL,1
99048034,660000,1752500,2412500,RESIDENTIAL,1
99048035,106400,1121000,1227400,RESIDENTIAL,1
99048036,171600,1024400,1196000,RESIDENTIAL A,1
99048037,105000,1005600,1110600,RESIDENTIAL,1
99048038,149000,1016000,1165000,RESIDENTIAL,1
99048039,114100,1007700,1121800,RESIDENTIAL,1
99048040,235100,1006200,1241300,RESIDENTIAL,1
99048041,152700,995600,1148300,RESIDENTIAL,1
99048042,164100,1044900,1209000,RESIDENTIAL,1
99048043,209000,1083100,1292100,RESIDENTIAL,1
99048044,45100,1040800,1085900,RESIDENTIAL A,1
99048045,132300,1085800,1218100,RESIDENTIAL,1
99048046,103500,1079700,1183200,RESIDENTIAL,1
99048047,212800,1038000,1250800,RESIDENTIAL,1
99048048,434800,1211100,1645900,RESIDENTIAL,1
99048049,411400,1021100,1432500,RESIDENTIAL,1
99048050,186500,998600,1185100,RESIDENTIAL,1
99048051,114500,1001200,1115700,RESIDENTIAL,1
99048052,76100,998800,1074900,RESIDENTIAL A,1
99048053,106200,1166100,1272300,RESIDENTIAL A,1
99048054,88800,1145800,1234600,RESIDENTIAL,1
99048055,160800,1230400,1391200,RESIDENTIAL,1
99048056,167600,1154700,1322300,RESIDENTIAL,1
99048057,185100,1133600,1318700,RESIDENTIAL,1
99048058,169100,1125000,1294100,RESIDENTIAL,1
99048059,639100,1005300,1644400,RESIDENTIAL A,1
99048060,308000,989500,1297500,RESIDENTIAL,1
99048061,198100,995800,1193900,RESIDENTIAL,1
99048062,513300,1023800,1537100,RESIDENTIAL,1
99048063,105800,1051200,1157000,RESIDENTIAL,1
99048064,239300,1012800,1252100,RESIDENTIAL,1
99048065,347000,997300,1344300,RESIDENTIAL,1
99048066,86000,1046400,1132400,RESIDENTIAL,1
99048067,85300,997500,1082800,RESIDENTIAL A,1
99048068,98700,997500,1096200,RESIDENTIAL,1
99048069,116100,997500,1113600,RESIDENTIAL,1
99048070,92100,997500,1089600,RESIDENTIAL,1
99048071,206500,997500,1204000,RESIDENTIAL,1
99048072,99700,997500,1097200,RESIDENTIAL,1
99048073,253200,1017200,1270400,RESIDENTIAL A,1
99048074,80800,1017200,1098000,RESIDENTIAL,1
99048075,97500,997500,1095000,RESIDENTIAL,1
99048076,85700,997500,1083200,RESIDENTIAL,1
99048077,97800,997500,1095300,RESIDENTIAL,1
99048078,147200,997500,1144700,RESIDENTIAL,1
99048079,208800,1021500,1230300,RESIDENTIAL,1
99048080,98800,1047800,1146600,RESIDENTIAL,1
99048081,129600,1019000,1148600,RESIDENTIAL A,1
99048082,143700,998600,1142300,RESIDENTIAL A,1
99048083,94100,1052600,1146700,RESIDENTIAL,1
99048084,93400,1022500,1115900,RESIDENTIAL,1
99048085,115700,1111900,1227600,RESIDENTIAL,1
99048086,164300,998200,1162500,RESIDENTIAL,1
99048087,169600,997500,1167100,RESIDENTIAL A,1
99048088,124000,1100100,1224100,RESIDENTIAL,1
99048089,425700,1045300,1471000,RESIDENTIAL,1
99048090,100700,1052700,1153400,RESIDENTIAL,1
99048091,40500,1042100,1082600,RESIDENTIAL,1
99048092,223300,1024400,1247700,RESIDENTIAL A,1
99048093,144700,1043600,1188300,RESIDENTIAL,1
99048098,305800,1187700,1493500,RESIDENTIAL A,1
99048099,508000,1037800,1545800,RESIDENTIAL,1
99048100,400700,1018700,1419400,RESIDENTIAL,1
99048101,275900,1055400,1331300,RESIDENTIAL,1
99048102,226300,1001900,1228200,RESIDENTIAL,1
99048103,259800,997600,1257400,RESIDENTIAL A,1
99048104,238100,999600,1237700,RESIDENTIAL,1
99048105,145900,992700,1138600,RESIDENTIAL,1
99048106,96800,1003400,1100200,RESIDENTIAL,1
99048107,350600,1004100,1354700,RESIDENTIAL,1
99048108,298800,1004700,1303500,RESIDENTIAL,1
99048109,181300,1018000,1199300,RESIDENTIAL A,1
99048110,413900,998000,1411900,RESIDENTIAL A,1
99048111,368400,1025500,1393900,RESIDENTIAL A,1
99048112,532800,1148400,1681200,RESIDENTIAL,1
99048113,492200,1160500,1652700,RESIDENTIAL,1
99048114,388300,1053100,1441400,RESIDENTIAL,1
99048115,239000,838800,1077800,RESIDENTIAL,2
99048115,300600,877600,1178200,RESIDENTIAL A,2
99048116,273800,1024700,1298500,RESIDENTIAL,2
99048116,273800,1024700,1298500,RESIDENTIAL,2
99048117,719300,1023300,1742600,RESIDENTIAL,1
99048118,553200,1041100,1594300,RESIDENTIAL,1
99048119,383400,1008600,1392000,RESIDENTIAL,1
99048120,393400,997500,1390900,RESIDENTIAL,1
99048121,557900,1063800,1621700,RESIDENTIAL,1
99048122,359600,949800,1309400,RESIDENTIAL,1
99048123,196200,997500,1193700,RESIDENTIAL,1
99048124,310000,997500,1307500,RESIDENTIAL A,1
99048125,589700,997500,1587200,RESIDENTIAL A,1
99048126,299400,999600,1299000,RESIDENTIAL A,1
99048127,650300,987800,1638100,RESIDENTIAL,1
99048128,339400,1002700,1342100,RESIDENTIAL A,1
99048129,470900,1000100,1471000,RESIDENTIAL A,1
99048130,465600,987500,1453100,RESIDENTIAL,1
99048131,370400,1034600,1405000,RESIDENTIAL,1
99048132,519000,1050200,1569200,RESIDENTIAL,1
99048133,176900,1068300,1245200,RESIDENTIAL,1
99048134,455500,1107800,1563300,RESIDENTIAL,1
99048135,228600,1021800,1250400,RESIDENTIAL,1
99048136,509800,1010500,1520300,RESIDENTIAL,1
99048137,402800,987500,1390300,RESIDENTIAL,1
99048138,538200,999100,1537300,RESIDENTIAL,1
99048139,472800,998200,1471000,RESIDENTIAL,1
99048140,526300,997800,1524100,RESIDENTIAL,1
99049003,281700,1030800,1312500,RESIDENTIAL,1
99049004,85300,1167500,1252800,RESIDENTIAL,1
99049005,110500,997500,1108000,RESIDENTIAL,1
99049006,86200,1012100,1098300,RESIDENTIAL A,1
99049007,120300,986000,1106300,RESIDENTIAL,1
99049008,81300,966900,1048200,RESIDENTIAL,1
99049009,92900,1003200,1096100,RESIDENTIAL,1
99049010,86200,1021300,1107500,RESIDENTIAL,1
99049011,114400,1026000,1140400,RESIDENTIAL A,1
99049012,530800,1026000,1556800,RESIDENTIAL,1
99049013,91600,1026000,1117600,RESIDENTIAL A,1
99049014,84100,1026000,1110100,RESIDENTIAL A,1
99049015,400500,1026000,1426500,RESIDENTIAL,1
99049016,334800,1026000,1360800,RESIDENTIAL,1
99049017,463500,1026000,1489500,RESIDENTIAL A,1
99049018,398800,1026000,1424800,RESIDENTIAL,1
99049019,598300,1037600,1635900,RESIDENTIAL,1
99049020,344400,1026000,1370400,RESIDENTIAL,1
99049021,89600,1026000,1115600,RESIDENTIAL,1
99049022,256500,1026000,1282500,RESIDENTIAL,2
99049022,256500,1026000,1282500,RESIDENTIAL,2
99049023,454800,1026000,1480800,RESIDENTIAL A,1
99049024,96500,1015700,1112200,RESIDENTIAL,1
99049025,135900,1016800,1152700,RESIDENTIAL A,1
99049026,173400,1025600,1199000,RESIDENTIAL,1
99049027,93900,1014600,1108500,RESIDENTIAL,1
99049028,190000,1014600,1204600,RESIDENTIAL A,2
99049028,190000,1014600,1204600,RESIDENTIAL A,2
99049029,388500,1014600,1403100,RESIDENTIAL A,1
99049030,635600,1014600,1650200,RESIDENTIAL,1
99049031,76100,1014600,1090700,RESIDENTIAL A,1
99049032,75900,1014600,1090500,RESIDENTIAL A,1
99049033,208400,1014600,1223000,RESIDENTIAL,1
99049034,89300,1014600,1103900,RESIDENTIAL A,1
99049035,145300,1014600,1159900,RESIDENTIAL,1
99049036,199300,997500,1196800,RESIDENTIAL,1
99049037,248900,997500,1246400,RESIDENTIAL A,1
99049038,86200,997500,1083700,RESIDENTIAL A,1
99049039,81200,997500,1078700,RESIDENTIAL A,1
99049040,310900,997500,1308400,RESIDENTIAL,1
99049041,209100,997500,1206600,RESIDENTIAL,2
99049041,209100,997500,1206600,RESIDENTIAL,2
99049042,76100,997500,1073600,RESIDENTIAL,1
99049043,116700,997500,1114200,RESIDENTIAL,2
99049043,116700,997500,1114200,RESIDENTIAL,2
99049044,139400,997500,1136900,RESIDENTIAL,1
99049045,172700,1002600,1175300,RESIDENTIAL,1
99049046,86400,1121500,1207900,RESIDENTIAL A,1
99049047,278800,1011800,1290600,RESIDENTIAL A,1
99049048,519100,1011800,1530900,RESIDENTIAL A,1
99049049,180500,1011800,1192300,RESIDENTIAL,1
99049050,92100,1011800,1103900,RESIDENTIAL A,1
99049051,461400,1011800,1473200,RESIDENTIAL,1
99049052,101800,1011800,1113600,RESIDENTIAL,1
99049053,238700,1011800,1250500,RESIDENTIAL,1
99049054,555300,1011800,1567100,RESIDENTIAL,1
99049055,129100,1001600,1130700,RESIDENTIAL,1
99049056,140000,1001600,1141600,RESIDENTIAL,1
99049057,84200,1011800,1096000,RESIDENTIAL,1
99049059,379400,998300,1377700,RESIDENTIAL,1
99049060,75700,1008400,1084100,RESIDENTIAL,1
99049061,89200,1008400,1097600,RESIDENTIAL A,1
99049062,152400,1008400,1160800,RESIDENTIAL,1
99049063,62200,1008400,1070600,RESIDENTIAL,1
99049064,146900,1019200,1166100,RESIDENTIAL,1
99049065,119500,1055900,1175400,RESIDENTIAL A,1
99049066,101600,1200600,1302200,RESIDENTIAL,1
99049067,90100,1083200,1173300,RESIDENTIAL,1
99049068,102000,1009000,1111000,RESIDENTIAL,1
99049069,165800,1003000,1168800,RESIDENTIAL A,1
99049070,209900,1009000,1218900,RESIDENTIAL,1
99049071,144500,987500,1132000,RESIDENTIAL,1
99049072,86800,989000,1075800,RESIDENTIAL,1
99049073,189900,1022800,1212700,RESIDENTIAL A,1
99049074,309200,1012200,1321400,RESIDENTIAL,1
99049075,176000,1030000,1206000,RESIDENTIAL,1
99049076,496700,1026000,1522700,RESIDENTIAL,1
99049077,195700,1026000,1221700,RESIDENTIAL,1
99049078,111500,1003400,1114900,RESIDENTIAL,1
99049079,350100,1003400,1353500,RESIDENTIAL A,1
99049080,170700,1003400,1174100,RESIDENTIAL A,1
99049081,126500,1003400,1129900,RESIDENTIAL,1
99049082,318900,1092500,1411400,RESIDENTIAL,1
99049083,207500,1047100,1254600,RESIDENTIAL,1
99049084,169200,1077700,1246900,RESIDENTIAL,1
99049085,280300,1046000,1326300,RESIDENTIAL A,1
99049086,117000,1035500,1152500,RESIDENTIAL,1
99049087,214900,1046000,1260900,RESIDENTIAL,1
99049088,267100,1043900,1311000,RESIDENTIAL,1
99049089,266000,978400,1244400,RESIDENTIAL,1
99049090,101600,967100,1068700,RESIDENTIAL,1
99049091,77900,1000300,1078200,RESIDENTIAL,1
99049092,54000,989000,1043000,RESIDENTIAL,1
99049093,33000,990000,1023000,RESIDENTIAL,1
99049094,152800,960000,1112800,RESIDENTIAL A,1
99049095,103600,990000,1093600,RESIDENTIAL,1
99049096,275700,990000,1265700,RESIDENTIAL,1
99049097,109800,990000,1099800,RESIDENTIAL,1
99049098,92900,990000,1082900,RESIDENTIAL,1
99049099,450600,990000,1440600,RESIDENTIAL A,1
99049100,108500,997500,1106000,RESIDENTIAL A,1
99049101,233100,997500,1230600,RESIDENTIAL,1
99049102,213300,997500,1210800,RESIDENTIAL,1
99049103,135100,997500,1132600,RESIDENTIAL,1
99049104,92200,1001200,1093400,RESIDENTIAL,1
99049105,194500,1012700,1207200,RESIDENTIAL A,1
99049106,124200,1014100,1138300,RESIDENTIAL A,1
99049107,158200,1025900,1184100,RESIDENTIAL A,1
99049108,94400,1006100,1100500,RESIDENTIAL,1
99049109,451000,965800,1416800,RESIDENTIAL,2
99049109,451000,965800,1416800,RESIDENTIAL,2
99049110,80600,996000,1076600,RESIDENTIAL,1
99049111,112900,998800,1111700,RESIDENTIAL,1
99049112,228900,997800,1226700,RESIDENTIAL,1
99049113,541300,958600,1499900,RESIDENTIAL A,1
99049114,77900,1010000,1087900,RESIDENTIAL,1
99049115,120900,1018200,1139100,RESIDENTIAL A,1
99049116,311300,1025500,1336800,RESIDENTIAL,1
99049117,129300,1026000,1155300,RESIDENTIAL,2
99049117,129300,1026000,1155300,RESIDENTIAL,2
99049118,314600,1026000,1340600,RESIDENTIAL A,1
99049119,90400,1026000,1116400,RESIDENTIAL A,1
99049120,159300,1026000,1185300,RESIDENTIAL,1
99049121,156100,1026000,1182100,RESIDENTIAL,1
99049122,93200,1026000,1119200,RESIDENTIAL A,1
99049123,257600,997500,1255100,RESIDENTIAL,1
99049124,265600,997500,1263100,RESIDENTIAL A,1
99049125,82800,987500,1070300,RESIDENTIAL,1
99049126,306800,987500,1294300,RESIDENTIAL,1
99049127,176100,987500,1163600,RESIDENTIAL,1
99049128,367500,987500,1355000,RESIDENTIAL,1
99049129,272700,987500,1260200,RESIDENTIAL,1
99049130,309300,992200,1301500,RESIDENTIAL,1
99049131,230300,1008400,1238700,RESIDENTIAL A,1
99049132,321600,1011500,1333100,RESIDENTIAL,1
99049133,206700,1009700,1216400,RESIDENTIAL A,1
99049134,167300,1011900,1179200,RESIDENTIAL A,1
99049135,101300,1013800,1115100,RESIDENTIAL,1
99049136,313400,1005600,1319000,RESIDENTIAL,1
99049137,228500,1011300,1239800,RESIDENTIAL,1
99050001,172900,1037600,1210500,RESIDENTIAL,1
99050002,103800,1048000,1151800,RESIDENTIAL A,1
99050003,236700,1048000,1284700,RESIDENTIAL,1
99050004,229300,1021900,1251200,RESIDENTIAL,1
99050005,23200,1015700,1038900,RESIDENTIAL,1
99050006,235000,1026000,1261000,RESIDENTIAL,1
99050007,210200,1026000,1236200,RESIDENTIAL A,1
99050008,143800,1026000,1169800,RESIDENTIAL,1
99050009,89400,1026000,1115400,RESIDENTIAL,1
99050010,148800,1070500,1219300,RESIDENTIAL A,1
99050011,136800,1064800,1201600,RESIDENTIAL A,1
99050012,273600,1070500,1344100,RESIDENTIAL,1
99050013,133800,1026400,1160200,RESIDENTIAL A,1
99050014,358200,1030500,1388700,RESIDENTIAL,1
99050015,327500,1030500,1358000,RESIDENTIAL A,2
99050015,327500,1030500,1358000,RESIDENTIAL A,2
99050016,97400,1030500,1127900,RESIDENTIAL A,1
99050017,462400,1030500,1492900,RESIDENTIAL A,1
99050018,199600,1030500,1230100,RESIDENTIAL,1
99050019,138600,1030500,1169100,RESIDENTIAL,1
99050020,151700,1035700,1187400,RESIDENTIAL,1
99050021,139900,1098800,1238700,RESIDENTIAL,1
99050022,428600,1125800,1554400,RESIDENTIAL A,1
99050023,86000,1078800,1164800,RESIDENTIAL,1
99050024,120600,1038100,1158700,RESIDENTIAL,1
99050025,125600,1028700,1154300,RESIDENTIAL,1
99050026,94400,1028700,1123100,RESIDENTIAL,1
99050027,118700,1194000,1312700,RESIDENTIAL,1
99050028,302100,1093600,1395700,RESIDENTIAL,1
99050029,91000,1062800,1153800,RESIDENTIAL,1
99050030,114800,1058000,1172800,RESIDENTIAL A,1
99050031,104700,1051500,1156200,RESIDENTIAL A,1
99050032,182500,1065900,1248400,RESIDENTIAL A,1
99050033,101500,1127600,1229100,RESIDENTIAL A,1
99050034,217500,1164900,1382400,RESIDENTIAL,1
99050035,166500,1213300,1379800,RESIDENTIAL A,1
99050036,91100,1231700,1322800,RESIDENTIAL A,1
99050037,187900,1188400,1376300,RESIDENTIAL A,1
99050038,304500,1142400,1446900,RESIDENTIAL,1
99050039,341000,1079400,1420400,RESIDENTIAL A,1
99050040,107900,1187700,1295600,RESIDENTIAL,1
99050041,273700,1261000,1534700,RESIDENTIAL,1
99050042,185100,1252600,1437700,RESIDENTIAL,1
99050043,130200,1257000,1387200,RESIDENTIAL,1
99050044,104900,1216100,1321000,RESIDENTIAL,1
99050045,80800,1220000,1300800,RESIDENTIAL A,1
99050046,196200,1220000,1416200,RESIDENTIAL,1
99050047,1838800,1207800,3046600,RESIDENTIAL A,1
99050048,856300,962700,1819000,RESIDENTIAL,2
99050048,455000,958500,1413500,RESIDENTIAL,2
99050049,175400,979900,1155300,RESIDENTIAL A,2
99050049,0,857300,857300,RESIDENTIAL,2
99050050,212900,1226400,1439300,RESIDENTIAL A,1
99050051,204800,1242700,1447500,RESIDENTIAL A,1
99050052,317100,1047100,1364200,RESIDENTIAL,1
99050053,238000,1059600,1297600,RESIDENTIAL A,1
99050054,117100,1207900,1325000,RESIDENTIAL A,2
99050054,117100,1207900,1325000,RESIDENTIAL A,2
99050055,126400,1042200,1168600,RESIDENTIAL A,1
99050056,442300,1079400,1521700,RESIDENTIAL,1
99050057,155400,1078100,1233500,RESIDENTIAL,1
99050058,127700,1051100,1178800,RESIDENTIAL,1
99050059,144200,1058700,1202900,RESIDENTIAL,1
99050060,91700,1077400,1169100,RESIDENTIAL A,1
99050061,309500,1033700,1343200,RESIDENTIAL,1
99050062,211400,1142200,1353600,RESIDENTIAL,1
99050063,247400,1148600,1396000,RESIDENTIAL A,1
99050064,78900,1168900,1247800,RESIDENTIAL A,1
99050065,118200,1121100,1239300,RESIDENTIAL,1
99050066,155500,1069500,1225000,RESIDENTIAL,1
99050067,200600,1079200,1279800,RESIDENTIAL A,1
99050068,88900,1109800,1198700,RESIDENTIAL,1
99050069,129800,1262100,1391900,RESIDENTIAL,1
99050070,90500,1058600,1149100,RESIDENTIAL,1
99050071,162200,1021300,1183500,RESIDENTIAL A,1
99050072,157000,1017200,1174200,RESIDENTIAL,1
99050073,90000,1017200,1107200,RESIDENTIAL A,1
99050074,79800,1021300,1101100,RESIDENTIAL,1
99050075,270000,1011000,1281000,RESIDENTIAL,1
99050076,106400,1021300,1127700,RESIDENTIAL,1
99050077,261400,1021300,1282700,RESIDENTIAL,1
99050078,186300,1121200,1307500,RESIDENTIAL,1
99050079,328800,1047200,1376000,RESIDENTIAL A,1
99050080,479900,1054200,1534100,RESIDENTIAL,1
99050081,88200,1054200,1142400,RESIDENTIAL,1
